 n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, data_channel_is_lifestyle, data_channel_is_entertainment, data_channel_is_bus, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess, weekday_is_monday, weekday_is_tuesday, weekday_is_wednesday, weekday_is_thursday, weekday_is_friday, weekday_is_saturday, weekday_is_sunday, is_weekend, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity, shares
9,927,0.452069716,0.999999998,0.628828828,5,5,21,0,4.476806904,6,0,0,0,0,1,0,4,2000,583.5,2000,690400,280416.6667,2000,12989.37037,5311.959705,2400,306100,103966.6667,0,1,0,0,0,0,0,0,0.033505812,0.033370376,0.033334504,0.033525883,0.866263425,0.387113248,0.129033376,0.037756203,0.01618123,0.7,0.3,0.381294063,0.033333333,1,-0.225092593,-0.666666667,-0.05,0,0,0.5,0,1800
10,1033,0.46314741,0.999999998,0.635514018,17,3,6,0,4.952565344,8,0,0,0,0,0,1,-1,620,146.125,5200,843300,170862.5,1374.047619,4384.276909,2796.730216,3900,8100,6000,0,0,1,0,0,0,0,0,0.025310658,0.025043594,0.543754191,0.025068023,0.380823533,0.424953503,0.023516915,0.033881897,0.029041626,0.538461538,0.461538462,0.34551175,0.033333333,1,-0.320324074,-1,-0.05,0,0,0.5,0,1800
11,683,0.496978851,0.999999998,0.647201945,22,3,1,2,4.773060029,10,0,0,0,0,0,1,-1,764,309.6,3000,843300,236960,1288.666667,7304.181818,2997.393876,1300,1300,1300,0,0,0,0,0,1,0,1,0.020002796,0.020003356,0.808287793,0.020415953,0.131290102,0.446544347,0.124568358,0.029282577,0.007320644,0.8,0.2,0.346363636,0.033333333,0.8,-0.235,-0.6,-0.05,0.229166667,0.125,0.270833333,0.125,1800
11,653,0.438650306,0.999999998,0.578048779,22,1,10,0,4.698315467,9,1,0,0,0,0,0,4,1200,418.5,0,617900,97522.22222,0,3324.324569,2531.495064,1600,1600,1600,0,0,0,0,1,0,0,0,0.022270787,0.022223696,0.02222494,0.022240975,0.911039602,0.440949539,0.218655713,0.030627871,0.009188361,0.769230769,0.230769231,0.461406926,0.033333333,1,-0.16875,-0.2,-0.125,0.75,0.8,0.25,0.8,1800
8,996,0.486322188,0.999999998,0.708041957,11,0,1,0,4.705823293,6,0,0,0,0,1,0,-1,201,56.8,0,843300,279716.6667,0,3898.113636,2733.014635,0,0,0,1,0,0,0,0,0,0,0,0.033336113,0.033337037,0.033341017,0.033335189,0.866650645,0.384377567,0.09746559,0.035140562,0.021084337,0.625,0.375,0.35501175,0.1,1,-0.186337868,-0.8,-0.05,0.1,0,0.4,0,1800
10,983,0.403688524,0.999999998,0.611742423,6,5,1,1,4.636826043,8,0,0,0,0,1,0,-1,1000,327.75,4400,843300,355050,2404.5,3750,2951.726576,4800,6300,5433.333333,0,0,0,0,0,0,1,1,0.025014921,0.025003545,0.276053414,0.157108918,0.516819203,0.546129515,0.166951346,0.039674466,0.01525941,0.722222222,0.277777778,0.419200244,0.1,1,-0.314166667,-0.7,-0.125,0.05,0,0.45,0,1800
16,947,0.476605005,0.999999998,0.619999999,3,1,2,0,4.844772967,6,0,0,0,0,0,1,-1,292,86.5,4800,843300,198083.3333,1567.939394,3509.754629,2586.345248,1100,1100,1100,0,0,0,0,0,0,1,1,0.033333977,0.033333684,0.695337122,0.033333515,0.204661701,0.29932372,-0.048158395,0.019007392,0.033790919,0.36,0.64,0.231541005,0.05,0.6,-0.227405754,-0.8,-0.071428571,0.4,-0.05,0.1,0.05,1800
8,1107,0.429880843,0.999999998,0.609984398,8,8,1,0,4.398373984,6,0,0,0,0,1,0,4,1100,438,0,690400,156233.3333,0,5032.434783,2838.941935,679,7400,3235.8,0,1,0,0,0,0,0,0,0.033462256,0.033335698,0.033396668,0.033333897,0.86647148,0.507313372,0.060386415,0.037940379,0.028003613,0.575342466,0.424657534,0.363009689,0.1,0.7,-0.278897849,-0.8,-0.05,0,0,0.5,0,1800
10,1179,0.388415673,0.999999998,0.627986347,13,0,1,0,4.513994911,9,0,0,1,0,0,0,4,4000,761.1428571,0,843300,210055.5556,0,5167.569801,2655.160762,0,0,0,0,1,0,0,0,0,0,0,0.911063483,0.022223548,0.022222843,0.022236698,0.022253429,0.51787969,0.218376473,0.054283291,0.01187447,0.820512821,0.179487179,0.412612453,0.0625,1,-0.356646825,-1,-0.1,0,0,0.5,0,1800
8,923,0.471677559,0.999999998,0.65313653,9,5,1,2,4.702058505,9,0,0,0,1,0,0,-1,692,229.125,0,843300,191266.6667,0,5999.316667,3772.548706,4400,17400,11975,1,0,0,0,0,0,0,0,0.442745418,0.340270262,0.02229655,0.172464772,0.022222998,0.433482533,0.115039059,0.05092091,0.016251354,0.758064516,0.241935484,0.295392374,0.033333333,0.8,-0.228796296,-0.5,-0.125,0,0,0.5,0,1800
15,696,0.508849557,0.999999998,0.680459769,9,2,1,2,4.797413793,9,0,0,0,0,0,1,-1,911,313.4444444,15000,843300,219066.6667,2170.86314,5470.96,3348.375535,873,1700,1286.5,0,0,0,0,1,0,0,0,0.022222531,0.022222517,0.503565878,0.022247203,0.429741871,0.490706056,0.094800234,0.043103448,0.027298851,0.612244898,0.387755102,0.352703463,0.1,0.6,-0.21125731,-0.5,-0.1,0,0,0.5,0,1800
11,1012,0.442671984,0.999999998,0.66238532,11,9,1,1,4.251976285,6,0,1,0,0,0,0,-1,1000,254.6666667,12300,843300,255133.3333,3212.803691,5500,4091.740484,1000,2400,1500,0,1,0,0,0,0,0,0,0.033333881,0.86648105,0.03333353,0.033517934,0.033333605,0.518988353,0.064114744,0.039525692,0.027667984,0.588235294,0.411764706,0.348911797,0.05,1,-0.302742347,-1,-0.05,0.269230769,-0.076923077,0.230769231,0.076923077,1800
10,1096,0.414084507,0.999999998,0.576864535,11,1,5,0,4.91149635,10,0,0,0,0,0,1,-1,2200,511.5,0,843300,118550,0,3534.406462,1970.227916,1100,1100,1100,1,0,0,0,0,0,0,0,0.020066305,0.020001354,0.449439138,0.020000819,0.490492384,0.491601573,0.005914787,0.042883212,0.032846715,0.56626506,0.43373494,0.273034448,0.05,0.8,-0.333564815,-1,-0.066666667,0.833333333,0.166666667,0.333333333,0.166666667,1700
11,918,0.456236323,0.999999998,0.687250995,14,4,1,0,4.679738562,10,0,0,1,0,0,0,-1,1400,293.4444444,0,843300,312570,0,4472.520365,2813.265063,626,1400,1013,0,0,1,0,0,0,0,0,0.82412552,0.114126917,0.020069745,0.02000765,0.021670167,0.418977368,0.122265892,0.029411765,0.01416122,0.675,0.325,0.373460798,0.0625,1,-0.223076923,-0.5,-0.025,0,0,0.5,0,1700
13,883,0.460829493,0.999999998,0.627340823,10,2,2,0,4.734994337,7,0,0,0,0,0,1,-1,0,-1,0,843300,150757.1429,0,3483.881734,1303.789969,838,914,876,0,1,0,0,0,0,0,0,0.028578367,0.028774264,0.460185777,0.028575725,0.453885867,0.41563786,0.113384774,0.029445074,0.012457531,0.702702703,0.297297297,0.373076923,0.1,0.75,-0.286111111,-0.875,-0.1,0,0,0.5,0,1700
12,861,0.450934579,0.999999998,0.624513617,8,4,2,0,5.037166086,10,0,0,0,0,0,1,-1,638,331.1,1600,843300,192000,1109.6,7811.5,3372.042948,1200,1900,1575,0,0,0,0,1,0,0,0,0.020000105,0.020000083,0.567129982,0.020023322,0.372846507,0.519976131,0.133568019,0.044134727,0.016260163,0.730769231,0.269230769,0.353806106,0.1,1,-0.300297619,-0.6,-0.1,0.666666667,-0.2,0.166666667,0.2,1700
9,886,0.457627118,0.999999998,0.667992046,14,9,1,0,4.794582393,6,0,0,1,0,0,0,-1,529,165.3333333,7400,843300,382800,1482.093023,3637.964475,2561.036802,1100,3300,1555.555556,0,1,0,0,0,0,0,0,0.639449836,0.033336962,0.033637266,0.033334083,0.260241854,0.452103471,0.143303633,0.048532731,0.01241535,0.796296296,0.203703704,0.316280328,0.05,0.6,-0.210353535,-0.5,-0.125,1,-0.5,0.5,0.5,1700
11,734,0.464632454,0.999999998,0.633569738,17,1,1,0,4.529972752,10,1,0,0,0,0,0,217,782,444.8,11400,80400,39930,1942.28,6487.8,3375.875663,1000,1000,1000,1,0,0,0,0,0,0,0,0.020375258,0.020018335,0.020016602,0.020090499,0.919499306,0.492372272,0.098187624,0.044959128,0.029972752,0.6,0.4,0.361847042,0.033333333,0.5,-0.223042929,-0.7,-0.05,0,0,0.5,0,1700
7,747,0.480463096,0.999999998,0.596026489,11,1,1,0,4.305220884,10,0,1,0,0,0,0,217,1800,497,1800,69100,30560,1673.883721,2662.225806,2289.784884,1100,1100,1100,0,0,0,0,0,0,1,1,0.520703933,0.219157815,0.219722275,0.020412685,0.020003293,0.434022922,0.139463835,0.066934404,0.024096386,0.735294118,0.264705882,0.302095671,0.1,0.8,-0.224834656,-0.4,-0.1,0.666666667,0.333333333,0.166666667,0.333333333,1700
10,1058,0.404081632,0.999999998,0.50619195,102,6,1,0,4.952741021,6,0,1,0,0,0,0,-1,86,21.83333333,100300,843300,453033.3333,3039.242528,5763.057266,3843.744905,1500,9400,5350,0,0,0,0,0,0,1,1,0.294770316,0.356352674,0.033547915,0.28199489,0.033334206,0.498476414,0.147333147,0.035916824,0.011342155,0.76,0.24,0.401774322,0.1,1,-0.452777778,-0.8,-0.2,0.5,0.136363636,0,0.136363636,1700
7,738,0.440725243,0.999999998,0.613583137,39,3,3,3,4.707317073,8,0,0,0,0,1,0,4,873,228,24300,843300,205525,2608.393405,5191,3458.172999,1200,5800,3500,0,0,0,1,0,0,0,0,0.025858668,0.025019819,0.025013124,0.02503141,0.899076979,0.542050528,0.334730114,0.070460705,0.008130081,0.896551724,0.103448276,0.448193473,0.033333333,1,-0.184259259,-0.3,-0.1,0.15,0.5,0.35,0.5,1700
13,738,0.513991163,0.999999998,0.667458431,5,4,11,1,3.827913279,9,0,1,0,0,0,0,-1,583,248.5,0,843300,178844.4444,0,5292.980392,2774.246625,1900,197600,71633.33333,0,0,0,0,0,1,0,1,0.022226452,0.330842367,0.022224791,0.491604833,0.133101557,0.517130193,0.143178825,0.040650407,0.017615176,0.697674419,0.302325581,0.41952381,0.1,1,-0.431242369,-0.8,-0.071428571,0.1,0,0.4,0,1700
12,970,0.431392931,0.999999998,0.610139859,5,4,21,0,4.368041237,6,0,0,0,0,1,0,217,469,363.8333333,2900,69100,26933.33333,1547.555556,2814.458667,2085.950284,1200,1200,1200,0,0,1,0,0,0,0,0,0.033543389,0.033369826,0.033334169,0.033530567,0.866222049,0.382688608,0.154321604,0.042268041,0.018556701,0.694915254,0.305084746,0.396836395,0.033333333,1,-0.223225309,-0.666666667,-0.1,0.3,1,0.2,1,1700
10,751,0.392022008,0.999999998,0.524663676,3,3,19,1,4.019973369,9,0,0,0,0,1,0,4,683,227.3333333,2700,843300,150333.3333,1340.066667,3286.750779,2191.354373,3000,8000,5500,0,0,0,1,0,0,0,0,0.022241925,0.022222636,0.022229479,0.022222321,0.911083639,0.477461219,0.139127255,0.071904128,0.010652463,0.870967742,0.129032258,0.320873417,0.1,1,-0.223164683,-0.4,-0.071428571,0.375,-0.125,0.125,0.125,1700
10,738,0.47705146,0.999999998,0.658823528,4,3,2,0,4.707317073,5,0,0,1,0,0,0,-1,506,198.2,16700,843300,347000,1948.371134,9282.5,4077.149742,8000,8000,8000,1,0,0,0,0,0,0,0,0.839197859,0.040000945,0.040272317,0.040000337,0.040528542,0.557666516,0.269037009,0.051490515,0.008130081,0.863636364,0.136363636,0.434664502,0.1,0.8,-0.308333333,-0.6,-0.133333333,0,0,0.5,0,1700
9,712,0.437677053,0.999999998,0.573059359,13,10,8,1,4.688202247,10,0,0,0,0,1,0,-1,3600,753.6666667,0,843300,135080,0,5300,2990.733649,1400,13400,5137.5,0,0,0,0,1,0,0,0,0.020002689,0.02000424,0.020001868,0.376547747,0.563443457,0.397139388,0.064073097,0.037921348,0.037921348,0.5,0.5,0.36960077,0.1,0.5,-0.186236038,-0.433333333,-0.025,0,0,0.5,0,1700
11,761,0.49468085,0.999999998,0.70737327,16,3,11,0,4.44021025,5,0,0,1,0,0,0,-1,727,212.718,4500,843300,485060,2122.777778,4912.047257,3628.873502,3200,6000,4600,0,0,0,0,0,0,1,1,0.647611898,0.041535272,0.230259928,0.040009756,0.040583145,0.544133333,0.226366667,0.044678055,0.011826544,0.790697674,0.209302326,0.412843137,0.1,1,-0.246296296,-0.5,-0.1,0.6,0.7,0.1,0.7,1700
9,948,0.419491525,0.999999998,0.657142856,8,0,1,0,4.0907173,6,1,0,0,0,0,0,-1,1300,330.8333333,16300,843300,242683.3333,3488.449269,4511.146011,3893.835761,0,0,0,0,0,0,1,0,0,0,0,0.866034922,0.033337306,0.033334638,0.033417546,0.033875589,0.500921537,0.167608405,0.068565401,0.016877637,0.802469136,0.197530864,0.374290709,0.1,1,-0.439409722,-1,-0.155555556,0,0,0.5,0,1700
15,775,0.512516468,0.999999998,0.717672412,20,4,11,0,4.437419355,5,0,0,0,0,1,0,-1,346,117.8,21500,843300,449040,1810.213333,3599.869342,2753.083046,1400,6800,4100,0,0,0,1,0,0,0,0,0.040100306,0.040001217,0.242966448,0.040000198,0.636931831,0.444145554,0.139366617,0.043870968,0.018064516,0.708333333,0.291666667,0.36342246,0.1,1,-0.191468254,-0.625,-0.1,0,0,0.5,0,1700
13,708,0.483594864,0.999999998,0.657534245,11,8,2,1,4.875706215,10,0,0,1,0,0,0,-1,521,257,6400,843300,236080,1539.461538,3539.035879,2480.556466,890,17300,4698.333333,0,0,0,1,0,0,0,0,0.433478139,0.020001797,0.214975345,0.020000339,0.311544379,0.370653652,0.000977842,0.019774011,0.016949153,0.538461538,0.461538462,0.255020872,0.0625,0.5,-0.293287037,-0.8,-0.05,0.2,0.2,0.3,0.2,1700
9,806,0.477329974,0.999999998,0.688311687,7,2,5,0,4.662531017,10,1,0,0,0,0,0,4,751,316.7777778,0,843300,125140,0,4317.615385,2580.334399,20900,35800,28350,0,0,1,0,0,0,0,0,0.020037873,0.020005942,0.130463406,0.02001051,0.809482269,0.420550169,0.096389284,0.035980149,0.017369727,0.674418605,0.325581395,0.428862517,0.1,1,-0.305654762,-0.8,-0.1,0,0,0.5,0,1700
8,829,0.39875,0.999999998,0.47993311,3,3,30,0,4.761158022,10,0,1,0,0,0,0,-1,1000,227.8888889,0,843300,334350,0,9052.900662,5321.807549,3500,3500,3500,0,1,0,0,0,0,0,0,0.020000549,0.020238498,0.020026423,0.919734444,0.020000085,0.454396235,0.089336547,0.016887817,0.016887817,0.5,0.5,0.481168831,0.136363636,1,-0.212896825,-1,-0.1,0,0,0.5,0,1700
8,1029,0.486947791,0.999999998,0.638888888,14,3,3,6,4.814382896,10,0,0,0,0,0,1,-1,1900,428.8,4600,843300,183650,1570.583333,9200,3101.911947,1600,15000,6200,1,0,0,0,0,0,0,0,0.020000487,0.020000378,0.708226084,0.020000249,0.231772802,0.397345205,-0.012124,0.022351798,0.027210884,0.450980392,0.549019608,0.320136928,0.0625,1,-0.320833333,-1,-0.05,0,0,0.5,0,1700
9,1116,0.421296296,0.999999998,0.598755831,15,0,1,0,4.576164875,6,0,0,0,0,0,1,-1,716,168.8,0,843300,179816.6667,0,3571.268128,2012.712078,0,0,0,1,0,0,0,0,0,0,0,0.033333833,0.033333623,0.866664256,0.033333482,0.033334806,0.40027674,0.069321641,0.02688172,0.021505376,0.555555556,0.444444444,0.36030303,0.05,1,-0.19212963,-0.6,-0.05,0,0,0.5,0,1600
10,821,0.427664974,0.999999998,0.563380281,13,5,13,0,4.689403167,10,0,0,0,0,1,0,-1,497,217.4,2500,843300,183310,1422.857143,3739.842105,2873.870568,937,4700,2245.666667,0,0,1,0,0,0,0,0,0.020055968,0.020166973,0.622849454,0.020231836,0.316695769,0.469685451,0.161621035,0.042630938,0.019488429,0.68627451,0.31372549,0.384798701,0.0625,1,-0.237847222,-0.5,-0.05,0,0,0.5,0,1600
11,564,0.529945553,0.999999998,0.589805824,30,4,16,0,5.214539007,1,0,0,0,1,0,0,-1,0,-1,843300,843300,843300,3578.892475,3578.892475,3578.892475,1100,8100,4600,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.2,0.2,0.396320346,0.17354347,0.012411348,0.012411348,0.5,0.5,0.642857143,0.1,1,-0.219160998,-0.388888889,-0.155555556,0.9,0.6,0.4,0.6,1600
8,1002,0.313192346,0.999999998,0.461678831,6,2,0,0,4.122754491,10,1,0,0,0,0,0,4,611,269.3,24500,843300,171180,3154.159794,14839,4966.674963,5500,5500,5500,0,1,0,0,0,0,0,0,0.310425179,0.020016854,0.02005101,0.355673938,0.293833019,0.404112818,0.163259687,0.03992016,0.008982036,0.816326531,0.183673469,0.388116883,0.1,1,-0.208518519,-0.5,-0.1,0,0,0.5,0,1600
9,742,0.518005539,0.999999998,0.649895177,19,1,18,0,4.532345013,7,0,0,0,0,0,0,-1,4200,808.8571429,4200,843300,312585.7143,2599.608748,9030.784091,4855.861916,6200,6200,6200,0,0,1,0,0,0,0,0,0.028572103,0.232330292,0.028572148,0.681953367,0.028572089,0.471723509,0.198935543,0.04851752,0.02425876,0.666666667,0.333333333,0.518683862,0.1,1,-0.258410494,-0.5,-0.05,0.433333333,0.066666667,0.066666667,0.066666667,1600
14,844,0.455516014,0.999999998,0.679120878,1,1,1,0,4.252369668,6,0,1,0,0,0,0,-1,1200,360.3333333,535,843300,242389.1667,490,41600,10068.63318,27400,27400,27400,1,0,0,0,0,0,0,0,0.033334228,0.866277768,0.033333737,0.033667038,0.033387229,0.517626146,0.048576054,0.04028436,0.018957346,0.68,0.32,0.304204864,0.1,0.7,-0.465625,-1,-0.05,0.25,-0.2,0.25,0.2,1600
10,1038,0.401353965,0.999999998,0.60798548,8,2,2,0,4.47495183,7,0,0,1,0,0,0,-1,401,141,0,843300,258900,0,3579.609481,2511.352465,11200,11200,11200,0,0,1,0,0,0,0,0,0.885655516,0.028571614,0.028571581,0.028571488,0.028629801,0.515854707,0.225272915,0.063583815,0.011560694,0.846153846,0.153846154,0.382728913,0.05,1,-0.28125,-0.8,-0.05,0.433333333,-0.166666667,0.066666667,0.166666667,1600
11,627,0.34262295,0.999999998,0.408212559,21,2,14,0,4.751196172,5,0,0,0,1,0,0,217,488,377.8,3800,617900,137640,1339.642857,4147.571429,2392.515966,856,856,856,0,0,0,0,1,0,0,0,0.249156765,0.630252723,0.040272409,0.040315027,0.040003077,0.493710359,0.216684285,0.059011164,0.001594896,0.973684211,0.026315789,0.269840295,0.1,1,-0.666666667,-0.666666667,-0.666666667,0.85,0.25,0.35,0.25,1600
8,856,0.441141498,0.999999998,0.611222444,9,6,7,0,4.364485981,8,0,0,0,0,1,0,-1,549,205.7142857,0,843300,287587.5,0,4291.5,2631.584783,1000,4200,2400,0,0,0,0,0,1,0,1,0.025002349,0.025053845,0.025001618,0.02500146,0.899940728,0.486289278,0.146205863,0.064252336,0.031542056,0.670731707,0.329268293,0.397835498,0.1,0.8,-0.209670782,-0.7,-0.05,0,0,0.5,0,1600
9,921,0.485714285,0.999999998,0.660107333,7,7,25,0,4.672095548,4,0,0,0,0,1,0,217,400,294.25,17100,69100,41425,2421.070539,4094.17284,2993.330394,721,3800,2273.666667,0,0,1,0,0,0,0,0,0.050033795,0.050001941,0.050020055,0.050000339,0.799943869,0.490016234,0.199425054,0.05320304,0.019543974,0.731343284,0.268656716,0.45170068,0.1,1,-0.225033069,-0.6,-0.0125,1,0,0.5,0,1600
9,754,0.504021447,0.999999998,0.727923626,8,0,1,0,4.680371353,3,0,0,0,1,0,0,-1,165,83.33333333,54600,843300,318966.6667,2808.014617,3802.950789,3395.435891,0,0,0,0,0,0,1,0,0,0,0,0.732363258,0.06676844,0.067077502,0.067122442,0.066668358,0.517870154,0.110527583,0.045092838,0.019893899,0.693877551,0.306122449,0.365196078,0.1,0.7,-0.283465608,-1,-0.071428571,0,0,0.5,0,1600
8,940,0.522752497,0.999999998,0.722627736,4,2,0,26,4.488297872,6,0,0,0,0,0,0,217,340,292.2,0,69100,42116.66667,0,3127.142857,2256.476897,1900,2200,2050,0,0,0,0,0,0,1,1,0.033400436,0.27307362,0.033414734,0.626773262,0.033337947,0.473409825,-0.018430094,0.055319149,0.056382979,0.495238095,0.504761905,0.439427864,0.05,1,-0.44319407,-1,-0.05,0.4,0.1,0.1,0.1,1600
13,653,0.460937499,0.999999998,0.594999999,8,1,1,0,4.826952527,6,0,0,0,0,0,1,-1,819,185,0,843300,196100,0,4134.363636,2363.007065,20000,20000,20000,0,0,1,0,0,0,0,0,0.033334059,0.033333737,0.693292671,0.033333569,0.206705965,0.405657748,0.061775362,0.027565084,0.02143951,0.5625,0.4375,0.35,0.05,0.6,-0.243452381,-0.8,-0.1,0,0,0.5,0,1600
12,911,0.461024498,0.999999998,0.655172413,4,4,9,2,4.293084523,6,0,1,0,0,0,0,-1,2000,368.5,2000,843300,357766.6667,2000,5988.238362,3709.679849,1400,8300,4250,1,0,0,0,0,0,0,0,0.033333975,0.700940619,0.033333895,0.199057875,0.033333637,0.487335703,0.169811608,0.055982437,0.017563117,0.76119403,0.23880597,0.403001443,0.033333333,1,-0.369270833,-1,-0.05,0.5,0.3,0,0.3,1600
12,988,0.506763787,0.999999998,0.710017573,18,11,1,10,4.46659919,10,0,0,0,0,0,0,217,3400,826.6666667,0,617900,268120,0,14400,5961.951902,705,17300,4849.2,0,1,0,0,0,0,0,0,0.020003084,0.020011,0.119461695,0.697406425,0.143117796,0.423571894,0.088651085,0.045546559,0.025303644,0.642857143,0.357142857,0.382859548,0.1,1,-0.299833333,-0.7,-0.05,0.5,0.5,0,0.5,1600
12,1025,0.444885799,0.999999998,0.636363635,15,5,1,1,4.745365854,10,0,0,1,0,0,0,-1,485,242.51,0,843300,199157.1,0,4700.965921,2185.736501,497,497,497,0,0,0,0,0,0,1,1,0.615471411,0.020004282,0.200233778,0.020278717,0.144011813,0.431789025,0.043388632,0.031219512,0.019512195,0.615384615,0.384615385,0.321833739,0.033333333,0.7,-0.311190476,-0.7,-0.071428571,0.95,0.55,0.45,0.55,1600
13,1042,0.473942969,0.999999998,0.630862329,10,1,1,2,5.142994242,5,0,0,0,0,0,1,-1,0,-1,36600,843300,306000,1769.355872,3489.228395,2635.116605,845,845,845,0,0,0,0,0,0,1,1,0.040001632,0.04000004,0.839996218,0.040000014,0.040002096,0.317056605,0.017719074,0.023992322,0.037428023,0.390625,0.609375,0.336748918,0.1,0.7,-0.162037037,-0.4,-0.05,0.288888889,-0.155555556,0.211111111,0.155555556,1600
9,956,0.512378901,0.999999998,0.674536255,10,3,1,11,4.488493724,5,0,0,1,0,0,0,4,358,204.8,44700,690400,532260,2073.306667,4711.829703,3649.023712,1600,1600,1600,1,0,0,0,0,0,0,0,0.440068567,0.040044881,0.040001459,0.439884964,0.040000129,0.432462417,0.053911988,0.033472803,0.018828452,0.64,0.36,0.356135011,0.05,0.8,-0.357330247,-0.7,-0.05,0,0,0.5,0,1600
8,900,0.409395973,0.999999998,0.551724137,5,0,1,0,4.813333333,10,0,0,1,0,0,0,-1,224,87.57375,0,843300,204290,0,3576.588265,2352.983652,0,0,0,1,0,0,0,0,0,0,0,0.384057584,0.020004498,0.228680586,0.020002556,0.347254776,0.43004386,0.16449718,0.046666667,0.013333333,0.777777778,0.222222222,0.393013039,0.033333333,1,-0.271230159,-0.5,-0.071428571,0,0,0.5,0,1600
13,828,0.395348837,0.999999998,0.552915766,7,6,25,0,4.326086957,10,1,0,0,0,0,0,217,1100,621.75,0,617900,74120,0,3566.8,2207.782039,1100,2000,1700,0,0,0,0,0,1,0,1,0.020002465,0.020176184,0.020010893,0.02000154,0.919808918,0.472894808,0.13797081,0.041062802,0.020531401,0.666666667,0.333333333,0.387009804,0.1,1,-0.248120915,-0.666666667,-0.1,0.5,0.7,0,0.7,1600
13,720,0.376223776,0.999999998,0.393939393,5,5,34,0,5.413888889,10,0,1,0,0,0,0,4,659,317.7777778,0,843300,118640,0,3269.697768,1893.574781,659,4800,2059.333333,1,0,0,0,0,0,0,0,0.020005362,0.73447406,0.020000241,0.205519999,0.020000338,0.495098176,0.070737477,0.044444444,0.025,0.64,0.36,0.429147727,0.136363636,1,-0.531746032,-0.7,-0.071428571,0.2,0.3,0.3,0.3,1500
13,798,0.526181353,0.999999998,0.728421051,14,3,2,2,4.65037594,8,0,0,0,0,0,1,-1,607,144.875,2800,843300,267500,1313.666667,3437.392296,2661.975968,812,1500,1156,1,0,0,0,0,0,0,0,0.02500036,0.025007123,0.631943584,0.0250016,0.293047334,0.503361194,0.128007687,0.047619048,0.025062657,0.655172414,0.344827586,0.405264297,0.1,1,-0.250664683,-0.6,-0.1,0.466666667,0.116666667,0.033333333,0.116666667,1500
10,1030,0.456415279,0.999999998,0.635499207,2,1,1,1,4.969902913,6,0,0,0,0,0,1,-1,917,319.3333333,1300,843300,177033.3333,1072.333333,3548.986926,1919.800379,736,736,736,0,0,0,0,0,1,0,1,0.033335315,0.275416928,0.62457734,0.033334376,0.033336041,0.349997075,-0.018516,0.021359223,0.025242718,0.458333333,0.541666667,0.30457497,0.0625,0.75,-0.301762821,-1,-0.05,0,0,0.5,0,1500
8,1145,0.466960352,0.999999998,0.685185184,5,5,1,2,4.270742358,4,0,0,0,0,1,0,-1,82,34.25,83300,843300,412150,2643.475817,3462.615835,3066.616542,1000,2500,1750,0,0,0,1,0,0,0,0,0.050000593,0.050015464,0.299628227,0.05000395,0.550351766,0.378539532,0.107345668,0.04279476,0.017467249,0.710144928,0.289855072,0.308152222,0.033333333,1,-0.212222222,-0.6,-0.008333333,0,0,0.5,0,1500
10,751,0.48443843,0.999999998,0.655773419,3,1,2,1,4.949400799,3,0,0,0,1,0,0,-1,458,228.5,0,843300,281252.6667,0,3490.551453,1316.183818,458,458,458,0,0,0,0,1,0,0,0,0.06667962,0.066680781,0.733291799,0.066675197,0.066672603,0.400339105,0.088362193,0.03195739,0.015978695,0.666666667,0.333333333,0.328492063,0.05,0.6,-0.238657407,-0.5,-0.1,0,0,0.5,0,1500
11,975,0.385983263,0.999999998,0.507563024,1,1,22,1,4.678974359,4,0,0,0,0,0,1,-1,326,91.5,27300,843300,404250,2177.764251,3582.234548,2703.782742,3800,3800,3800,0,0,1,0,0,0,0,0,0.050043223,0.050000054,0.799814076,0.050090262,0.050052384,0.424550011,0.023081378,0.027692308,0.021538462,0.5625,0.4375,0.287924884,0.05,0.7,-0.321825397,-0.7,-0.1,0.066666667,0,0.433333333,0,1500
11,750,0.469470827,0.999999998,0.641203702,12,6,1,0,4.901333333,9,0,0,0,0,0,1,-1,529,89.22222222,9400,843300,312433.3333,1643.781818,6241.688172,2833.728659,657,3200,1661.2,0,1,0,0,0,0,0,0,0.022222681,0.022222253,0.911109691,0.02222225,0.022223125,0.330753968,0.05797619,0.022666667,0.014666667,0.607142857,0.392857143,0.36092437,0.05,0.8,-0.229545455,-0.6,-0.1,0,0,0.5,0,1500
